Pali_Word,Han_Word,Co_Occur,PMI,IDF,Score,Precision,Recall,F_Score
karitva,佛言云,6.0,6.7353,4.7739,32.1536,0.8571,0.3,0.4444
karitva,故自貴,6.0,6.7353,4.7739,32.1536,0.8571,0.3,0.4444
karitva,彼行法,6.0,6.7353,4.7739,32.1536,0.8571,0.3,0.4444
karitva,故斷,6.0,6.7353,4.7739,32.1536,0.8571,0.3,0.4444
papima,等,4.0,7.8873,4.0572,32.0005,4.0,0.0952,0.186
tadisova,等,4.0,7.8873,4.0572,32.0005,4.0,0.0952,0.186
evampi,究竟,3.0,6.8202,4.6829,31.9384,1.0,0.1364,0.24
ranno,鬚,3.0,6.8202,4.6829,31.9384,1.0,0.1364,0.24
ariyanam,不知,3.0,6.6166,4.8227,31.91,0.75,0.1579,0.2609
jati,所知,3.0,6.6166,4.8227,31.91,0.75,0.1579,0.2609
mase,離,3.0,6.756,4.6404,31.3505,1.0,0.1304,0.2308
pasamso,常住,4.0,6.2796,4.9852,31.3052,0.5,0.25,0.3333
pitisukham,第四,3.0,5.9577,5.2535,31.2985,0.3,0.25,0.2727
bhagavato,彼諸,13.0,6.0317,5.1794,31.2403,0.3421,1.0,0.5098
asappuriso,彼因,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
asappuriso,故斷,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
pasamso,故斷,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
asappuriso,彼行法,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
asappuriso,法向,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
pasamso,不自貴,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
pabbajito,豪貴族,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
asappuriso,佛言云,6.0,6.5426,4.7739,31.234,0.75,0.3,0.4286
patisancikkhati,彼因,14.0,6.5171,4.7739,31.1121,0.7368,0.7,0.7179
patisancikkhati,故自貴,14.0,6.5171,4.7739,31.1121,0.7368,0.7,0.7179
patisancikkhati,真人,14.0,6.5171,4.7739,31.1121,0.7368,0.7,0.7179
patisancikkhati,豪貴,14.0,6.5171,4.7739,31.1121,0.7368,0.7,0.7179
pubbe,今,3.0,5.8202,5.3335,31.042,0.25,0.2727,0.2609
param,故斷,13.0,6.4882,4.7739,30.974,0.7222,0.65,0.6842
param,彼因,13.0,6.4882,4.7739,30.974,0.7222,0.65,0.6842
param,真人,13.0,6.4882,4.7739,30.974,0.7222,0.65,0.6842
param,法向,13.0,6.4882,4.7739,30.974,0.7222,0.65,0.6842
param,佛言云,13.0,6.4882,4.7739,30.974,0.7222,0.65,0.6842
yasassi,學道,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
ularabhogakula,學道,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
uccakula,學道,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
nato,學道,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
evamgotto,現法,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
evamnamo,現法,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
bahussuto,學道,3.0,7.0066,4.4172,30.9497,1.5,0.1034,0.1935
satheyyam,惡,3.0,6.6946,4.5996,30.7923,1.0,0.125,0.2222
ranno,著,3.0,6.6946,4.5996,30.7923,1.0,0.125,0.2222
macchariyam,惡,3.0,6.6946,4.5996,30.7923,1.0,0.125,0.2222
attham,著,3.0,6.6946,4.5996,30.7923,1.0,0.125,0.2222
sisam,著,3.0,6.6946,4.5996,30.7923,1.0,0.125,0.2222
bhasitam,及諸,11.0,6.0248,5.1104,30.789,0.3667,0.7857,0.5
vutta,如,3.0,6.4722,4.7274,30.5968,0.75,0.1429,0.24
vuccati,世間,4.0,6.1921,4.9281,30.5152,0.5,0.2353,0.32
panca,曇,4.0,6.1921,4.9281,30.5152,0.5,0.2353,0.32
jhanam,遊是,3.0,5.7047,5.3335,30.4261,0.2308,0.2727,0.25
taya,彼行法,4.0,6.3727,4.7739,30.4227,0.6667,0.2,0.3077
taya,豪貴,4.0,6.3727,4.7739,30.4227,0.6667,0.2,0.3077
taya,故自貴,4.0,6.3727,4.7739,30.4227,0.6667,0.2,0.3077
taya,故斷,4.0,6.3727,4.7739,30.4227,0.6667,0.2,0.3077
taya,彼因,4.0,6.3727,4.7739,30.4227,0.6667,0.2,0.3077
gacchanti,學道,15.0,6.8691,4.4172,30.3424,1.3636,0.5172,0.75
domanassam,如真,3.0,6.6357,4.5603,30.2612,1.0,0.12,0.2143
rammakassa,尊者,4.0,7.6946,3.9266,30.2138,4.0,0.0833,0.1633
assamo,尊者,4.0,7.6946,3.9266,30.2138,4.0,0.0833,0.1633
bhagavantam,佛,3.0,5.9577,5.0458,30.0615,0.375,0.2,0.2609
jati,無熱,3.0,6.4051,4.6829,29.9948,0.75,0.1364,0.2308
arahata,正覺,3.0,6.4051,4.6829,29.9948,0.75,0.1364,0.2308
jati,究竟,3.0,6.4051,4.6829,29.9948,0.75,0.1364,0.2308
samannagata,修行,3.0,6.4051,4.6829,29.9948,0.75,0.1364,0.2308
sammasambuddhena,正覺,3.0,6.4051,4.6829,29.9948,0.75,0.1364,0.2308
sace,不變,7.0,5.8202,5.1104,29.7433,0.3182,0.5,0.3889
sace,聖所見,7.0,5.8202,5.1104,29.7433,0.3182,0.5,0.3889
sace,聖所見謂,7.0,5.8202,5.1104,29.7433,0.3182,0.5,0.3889
upasika,在,4.0,7.0701,4.1808,29.5592,2.0,0.1081,0.2051
ananda,一,4.0,5.1503,5.739,29.5577,0.1,0.5714,0.1702
bhagavato,為諸,3.0,5.0317,5.8725,29.5486,0.0789,0.5,0.1364
bhagavato,令,3.0,5.0317,5.8725,29.5486,0.0789,0.5,0.1364
pacchime,離,3.0,6.341,4.6404,29.4246,0.75,0.1304,0.2222
sammasambuddhena,無所著,3.0,6.341,4.6404,29.4246,0.75,0.1304,0.2222
arahata,無所著,3.0,6.341,4.6404,29.4246,0.75,0.1304,0.2222
disaya,因是,8.0,7.6072,3.8672,29.4184,4.0,0.1569,0.3019
disaya,諸惡,8.0,7.6072,3.8672,29.4184,4.0,0.1569,0.3019
ayamukham,諸惡,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
ayamukham,因是,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
udakassa,諸惡,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
parisuddho,因是,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
sampajanakari,諸惡,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
sampajanakari,因是,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
udakassa,因是,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
parisuddho,諸惡,4.0,7.6072,3.8672,29.4183,4.0,0.0784,0.1538
netam,處,4.0,6.7404,4.3527,29.3391,1.3333,0.129,0.2353
domanassam,癡,4.0,6.7404,4.3527,29.3391,1.3333,0.129,0.2353
upasampajja,遊是,3.0,5.4982,5.3335,29.325,0.2,0.2727,0.2308
samma,除,4.0,6.3727,4.5996,29.3116,0.8,0.1667,0.2759
jhanam,第四,3.0,5.5792,5.2535,29.31,0.2308,0.25,0.24
disaya,熱苦報,8.0,7.5792,3.8481,29.1657,4.0,0.1538,0.2963
disaya,本煩,8.0,7.5792,3.8481,29.1657,4.0,0.1538,0.2963
disaya,污為,8.0,7.5792,3.8481,29.1657,4.0,0.1538,0.2963
udakassa,污為,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
ayamukham,熱苦報,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
sampajanakari,本煩,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
sampajanakari,污為,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
sampajanakari,諸漏,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
ayamukham,本煩,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
ayamukham,污為,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
udakassa,諸漏,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
parisuddho,污為,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
parisuddho,熱苦報,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
udakassa,熱苦報,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
parisuddho,諸漏,4.0,7.5792,3.8481,29.1656,4.0,0.0769,0.1509
ananda,為諸,3.0,4.9577,5.8725,29.1141,0.075,0.5,0.1304
patisamvedeti,不知,3.0,6.0317,4.8227,29.0889,0.5,0.1579,0.24
araham,說法,3.0,6.1503,4.7274,29.0749,0.6,0.1429,0.2308
ayasmato,稽首,3.0,6.1503,4.7274,29.0749,0.6,0.1429,0.2308
codakena,善語,27.0,7.092,4.0808,28.9407,2.25,0.6585,1.0189
codito,善語,27.0,7.092,4.0808,28.9407,2.25,0.6585,1.0189
ditthadhammika,想,4.0,7.5517,3.8294,28.9187,4.0,0.0755,0.1481
samparayika,想,4.0,7.5517,3.8294,28.9187,4.0,0.0755,0.1481
satte,坐,3.0,6.7771,4.2631,28.8913,1.5,0.0882,0.1667
nama,起,3.0,6.2796,4.5996,28.8834,0.75,0.125,0.2143
sace,和,3.0,5.2352,5.5158,28.8766,0.1364,0.3333,0.1935
evameva,居士,5.0,5.6243,5.1104,28.7421,0.2778,0.3571,0.3125
etadavoca,一面,3.0,5.5978,5.1104,28.6068,0.2727,0.2143,0.24
etadavoca,却,3.0,5.5978,5.1104,28.6068,0.2727,0.2143,0.24
katham,方便,3.0,5.5978,5.1104,28.6068,0.2727,0.2143,0.24
pathavim,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
vehapphale,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
vayam,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
abhassare,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
tejam,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
apam,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
bhute,一切,5.0,7.6946,3.7076,28.5283,5.0,0.0833,0.1639
maneyyum,在,5.0,6.8071,4.1808,28.4595,1.6667,0.1351,0.25
sakkareyyum,在,5.0,6.8071,4.1808,28.4595,1.6667,0.1351,0.25
seyyathidam,聖道,3.0,5.9577,4.7739,28.4414,0.5,0.15,0.2308
pabbajito,法向,4.0,5.9577,4.7739,28.4414,0.5,0.2,0.2857
pabbajito,佛言云,4.0,5.9577,4.7739,28.4414,0.5,0.2,0.2857
tena,不自貴,9.0,5.9577,4.7739,28.4414,0.5,0.45,0.4737
pabbajito,豪貴,4.0,5.9577,4.7739,28.4414,0.5,0.2,0.2857
tena,彼行法,9.0,5.9577,4.7739,28.4414,0.5,0.45,0.4737
tena,豪貴,9.0,5.9577,4.7739,28.4414,0.5,0.45,0.4737
tena,彼因,9.0,5.9577,4.7739,28.4414,0.5,0.45,0.4737
tena,佛言云,9.0,5.9577,4.7739,28.4414,0.5,0.45,0.4737
sotam,向,3.0,6.2207,4.5603,28.3685,0.75,0.12,0.2069
nesam,如真,3.0,6.2207,4.5603,28.3685,0.75,0.12,0.2069
evamayupariyanto,現法,3.0,6.4216,4.4172,28.3658,1.0,0.1034,0.1875
evamaharo,現法,3.0,6.4216,4.4172,28.3658,1.0,0.1034,0.1875
evamsukhadukkhappatisamvedi,現法,3.0,6.4216,4.4172,28.3658,1.0,0.1034,0.1875
evamvanno,現法,3.0,6.4216,4.4172,28.3658,1.0,0.1034,0.1875
cuto,現法,3.0,6.4216,4.4172,28.3658,1.0,0.1034,0.1875
amanapo,善語,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
appiyo,教善訶不難,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
appiyo,彼善,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
amanapo,不惡,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
appiyo,善語,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
kodhano,善語,28.0,6.9221,4.0808,28.2473,2.0,0.6829,1.0182
appiyo,不惡,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
appiyo,善語法,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
amanapo,教善訶不難,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
amanapo,善語法,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
amanapo,彼善,32.0,6.9221,4.0808,28.2473,2.0,0.7805,1.1228
issuki,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
dovacassakarano,善語,6.0,6.9221,4.0808,28.2472,2.0,0.1463,0.2727
dovacassakarano,彼善,6.0,6.9221,4.0808,28.2472,2.0,0.1463,0.2727
dovacassakarano,善語法,6.0,6.9221,4.0808,28.2472,2.0,0.1463,0.2727
mayavi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
palasi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
duppatinissaggi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
duppatinissaggi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
palasi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
attukkamsako,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
duppatinissaggi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
mayavi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
palasi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
makkhi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
makkhi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
makkhi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
makkhi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
duppatinissaggi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
adhanaggahi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
satho,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
macchari,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
attukkamsako,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
sanditthiparamasi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
sanditthiparamasi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
duppatinissaggi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
mayavi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
palasi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
dovacassakarano,不惡,6.0,6.9221,4.0808,28.2472,2.0,0.1463,0.2727
dovacassakarano,教善訶不難,6.0,6.9221,4.0808,28.2472,2.0,0.1463,0.2727
mayavi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
mayavi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
palasi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
issuki,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
issuki,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
issuki,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
issuki,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
macchari,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
macchari,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
paravambhi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
paravambhi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
attukkamsako,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
nicchareta,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
nicchareta,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
paravambhi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
sanditthiparamasi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
codakam,善語,10.0,6.9221,4.0808,28.2472,2.0,0.2439,0.4348
attukkamsako,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
paravambhi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
paravambhi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
adhanaggahi,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
macchari,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
adhanaggahi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
satho,善語法,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
satho,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
satho,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
attukkamsako,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
nicchareta,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
adhanaggahi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
adhanaggahi,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
makkhi,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
sanditthiparamasi,彼善,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
satho,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
nicchareta,善語,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
nicchareta,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
sanditthiparamasi,不惡,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
macchari,教善訶不難,4.0,6.922,4.0808,28.2472,2.0,0.0976,0.186
upasampajja,第四,3.0,5.3727,5.2535,28.2255,0.2,0.25,0.2222
namarupam,無明,3.0,6.6946,4.2075,28.1678,1.5,0.0833,0.1579
idamavoca,及諸,4.0,5.4723,5.1104,27.9653,0.25,0.2857,0.2667
sati,念處,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
sotapanna,須陀洹,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
arahant,阿羅漢,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
cetana,思,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
gata,奉行,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
upasakam,佛說,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
bala,力,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
samudaya,集,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
salayatana,六入,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
gata,佛說,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
upasakam,奉行,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
panupetam,佛說,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
dharetu,佛說,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
panupetam,奉行,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
dharetu,奉行,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
ajjatagge,佛說,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
abhinanditi,佛說,11.0,6.3727,4.3844,27.9408,1.0,0.3667,0.5366
abhinanditi,奉行,11.0,6.3727,4.3844,27.9408,1.0,0.3667,0.5366
pamada,逸,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
ajjatagge,奉行,3.0,6.3727,4.3844,27.9408,1.0,0.1,0.1818
sariputta,舍利弗,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
phassa,觸,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
karuna,悲,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
rajako,染,30.0,6.3727,4.3844,27.9408,1.0,1.0,1.0
gotama,賤,3.0,6.0191,4.6404,27.9308,0.6,0.1304,0.2143
adinavo,離,3.0,6.0191,4.6404,27.9308,0.6,0.1304,0.2143
sammasambuddho,說法,3.0,5.8873,4.7274,27.8315,0.5,0.1429,0.2222
vittharena,在,3.0,6.6551,4.1808,27.824,1.5,0.0811,0.1538
vannavadi,在,3.0,6.6551,4.1808,27.824,1.5,0.0811,0.1538
balamatta,諸惡,3.0,7.1921,3.8672,27.8133,3.0,0.0588,0.1154
gamam,淨浴,6.0,7.1921,3.8672,27.8133,3.0,0.1176,0.2264
gamam,諸惡,6.0,7.1921,3.8672,27.8133,3.0,0.1176,0.2264
gamam,因是,6.0,7.1921,3.8672,27.8133,3.0,0.1176,0.2264
kaye,因是,3.0,7.1921,3.8672,27.8133,3.0,0.0588,0.1154
gama,因是,6.0,7.1921,3.8672,27.8133,3.0,0.1176,0.2264
gama,淨浴,6.0,7.1921,3.8672,27.8133,3.0,0.1176,0.2264
kaye,諸惡,3.0,7.1921,3.8672,27.8133,3.0,0.0588,0.1154
gama,諸惡,6.0,7.1921,3.8672,27.8133,3.0,0.1176,0.2264
balamatta,因是,3.0,7.1921,3.8672,27.8133,3.0,0.0588,0.1154
balamatta,淨浴,3.0,7.1921,3.8672,27.8133,3.0,0.0588,0.1154
kaye,淨浴,3.0,7.1921,3.8672,27.8133,3.0,0.0588,0.1154
vacaya,中,4.0,6.8533,4.0342,27.648,2.0,0.093,0.1778
balamatta,污為,3.0,7.1641,3.8481,27.5685,3.0,0.0577,0.1132
kaye,本煩,3.0,7.1641,3.8481,27.5685,3.0,0.0577,0.1132
gama,污為,6.0,7.1641,3.8481,27.5685,3.0,0.1154,0.2222
balamatta,熱苦報,3.0,7.1641,3.8481,27.5685,3.0,0.0577,0.1132
gamam,諸漏,6.0,7.1641,3.8481,27.5685,3.0,0.1154,0.2222
gamam,熱苦報,6.0,7.1641,3.8481,27.5685,3.0,0.1154,0.2222
gama,熱苦報,6.0,7.1641,3.8481,27.5685,3.0,0.1154,0.2222
kaye,熱苦報,3.0,7.1641,3.8481,27.5685,3.0,0.0577,0.1132
vannavadi,尊者,5.0,7.0166,3.9266,27.5513,2.5,0.1042,0.2
attamana,佛說,15.0,6.2796,4.3844,27.5326,0.9375,0.5,0.6522
upadana,取,30.0,6.3254,4.3527,27.5326,1.0,0.9677,0.9836
attamana,奉行,15.0,6.2796,4.3844,27.5326,0.9375,0.5,0.6522
abhinandunti,奉行,15.0,6.2796,4.3844,27.5326,0.9375,0.5,0.6522
kama,弟子,4.0,6.3254,4.3527,27.5326,1.0,0.129,0.2286
abhinandunti,佛說,15.0,6.2796,4.3844,27.5326,0.9375,0.5,0.6522
mala,垢,30.0,6.3254,4.3527,27.5326,1.0,0.9677,0.9836
mase,放逸,3.0,6.3254,4.3527,27.5326,1.0,0.0968,0.1765
jara,老,30.0,6.3254,4.3527,27.5326,1.0,0.9677,0.9836
codito,不惡,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
codito,彼善,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
codakena,善語法,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
apadane,善語,7.0,6.7294,4.0808,27.4611,1.75,0.1707,0.3111
codakena,不惡,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
codito,善語法,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
codakena,教善訶不難,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
codakena,彼善,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
codito,教善訶不難,21.0,6.7294,4.0808,27.4611,1.75,0.5122,0.7925
cepi,彼因,6.0,5.7353,4.7739,27.3797,0.4286,0.3,0.3529
cepi,豪貴,6.0,5.7353,4.7739,27.3797,0.4286,0.3,0.3529
cepi,法向,6.0,5.7353,4.7739,27.3797,0.4286,0.3,0.3529
cepi,不自貴,6.0,5.7353,4.7739,27.3797,0.4286,0.3,0.3529
cepi,故自貴,6.0,5.7353,4.7739,27.3797,0.4286,0.3,0.3529
vayato,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
bhutato,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
pathavim,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
apato,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
tejato,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
tejam,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
bhute,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
apam,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
vayam,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
pathavito,想,3.0,7.1366,3.8294,27.3294,3.0,0.0566,0.1111
yampavuso,不惡,22.0,6.681,4.0808,27.2638,1.6923,0.5366,0.8148
yampavuso,善語,22.0,6.681,4.0808,27.2638,1.6923,0.5366,0.8148
yampavuso,教善訶不難,22.0,6.681,4.0808,27.2638,1.6923,0.5366,0.8148
yampavuso,善語法,22.0,6.681,4.0808,27.2638,1.6923,0.5366,0.8148
yampavuso,彼善,22.0,6.681,4.0808,27.2638,1.6923,0.5366,0.8148
puggalo,教善訶不難,32.0,6.6741,4.0808,27.2355,1.6842,0.7805,1.0667
puggalo,彼善,32.0,6.6741,4.0808,27.2355,1.6842,0.7805,1.0667
puggalo,善語法,32.0,6.6741,4.0808,27.2355,1.6842,0.7805,1.0667
puggalo,不惡,32.0,6.6741,4.0808,27.2355,1.6842,0.7805,1.0667
puggalo,善語,32.0,6.6741,4.0808,27.2355,1.6842,0.7805,1.0667
kodhasamanta,彼善,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
kodhasamanta,教善訶不難,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
kodhasamanta,不惡,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
kodhahetu,善語,15.0,6.659,4.0808,27.1739,1.6667,0.3659,0.6
kodhasamanta,善語,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
codakassa,不惡,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
codakassa,善語,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
codakassa,善語法,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
vacam,彼善,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
vacam,善語,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
vacam,不惡,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
vacam,教善訶不難,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
vacam,善語法,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
codakassa,教善訶不難,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
codakassa,彼善,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
kodhasamanta,善語法,5.0,6.659,4.0808,27.1739,1.6667,0.122,0.2273
vayo,風,30.0,6.1921,4.3844,27.1491,0.8824,1.0,0.9375
apo,水,30.0,6.2796,4.3219,27.14,1.0,0.9375,0.9677
indriya,根,30.0,6.2796,4.3219,27.14,1.0,0.9375,0.9677
kamma,業,30.0,6.2796,4.3219,27.14,1.0,0.9375,0.9677
