Pali_Word,Han_Word,Co_Occur,PMI,IDF,Score,Precision,Recall,F_Score
cittassa,心穢,24.0,11.2796,6.209,70.0348,4.0,6.0,4.8
datva,陀,4.0,11.2794,6.209,70.0336,4.0,1.0,1.6
upakkilesa,鐵,4.0,11.2794,6.209,70.0336,4.0,1.0,1.6
upavadito,誣謗,4.0,11.2794,6.209,70.0336,4.0,1.0,1.6
dhamma,更樂為,4.0,9.6946,7.1253,69.0766,0.3333,4.0,0.6154
kareyyum,法為諸,4.0,10.2795,6.7198,69.0764,1.0,2.0,1.3333
kareyyum,坐問,4.0,10.2795,6.7198,69.0764,1.0,2.0,1.3333
brahmanam,工師,4.0,10.2795,6.7198,69.0764,1.0,2.0,1.3333
janatha,娑,4.0,10.2795,6.7198,69.0764,1.0,2.0,1.3333
kareyyum,佛前,4.0,10.2795,6.7198,69.0764,1.0,2.0,1.3333
janatha,無能,4.0,10.2795,6.7198,69.0764,1.0,2.0,1.3333
cunda,令般,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
cunda,御欲調,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
samaggiya,敬令,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
samaggiya,愛令,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
samaggiya,攝得,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
cunda,為般,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
cunda,拔出,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
katamo,知生,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
vadesi,所依謂,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
katamo,知生滅,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
pujeyyum,佛前,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
vadesi,依者,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
cunda,溺,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
brahmanassa,姓,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimsamudayam,由何,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimsamudayam,因何習,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimpabhavam,由何,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimjatikam,因何習,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimjatikam,由何,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimnidanam,因何習,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimnidanam,由何,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
kimpabhavam,因何習,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
puttho,所依謂,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
puttho,依者,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
pujeyyum,坐問,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
pujeyyum,法為諸,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
bhikkhu,依者,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
bhikkhu,所依謂,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
samaggiya,勞法,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
samaggiya,修令,3.0,10.2795,6.7198,69.0761,1.0,1.5,1.2
saupadanamyeva,設無餘,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
saupadanamyeva,戒淨,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
saupadanamyeva,瞿曇施,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
adinavam,污法,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
mamam,德宗,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
mamam,所師,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
mamam,王舍城,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
addassatha,波斯,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
nibbana,污法,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
mamam,夏,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
mamam,主眾,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
nibbana,辜求,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
nibbana,自實,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
nibbana,病法,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
upaneti,眾生,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
pariyesati,病法,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
pariyesati,污法,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
pariyesati,辜求,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
pariyesati,自實,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
saupadanamyeva,心淨,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
saupadanamyeva,則以,4.0,10.6945,6.4321,68.7885,2.0,1.3333,1.6
upakkilesa,心穢,24.0,10.8645,6.209,67.4577,3.0,3.0,3.0
anupadaparinibbanam,跡,9.0,10.8645,6.209,67.4576,3.0,2.25,2.5714
anuppanno,已生,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
karonte,鐵,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
anuppanno,漏無明,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
anuruddho,如常,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
anuruddho,聖體康,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
anuruddho,氣力,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
anuruddho,起居,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
anuruddho,輕便,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
patipuggalika,陀,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
patikankhitabba,陀,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
pavaddhati,漏無明,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
pavaddhati,已生,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
deti,陀,3.0,10.8644,6.209,67.4567,3.0,0.75,1.2
sakkatva,譽眾,5.0,10.4315,6.4321,67.0969,1.6667,1.6667,1.6667
sakkatva,德宗,5.0,10.4315,6.4321,67.0969,1.6667,1.6667,1.6667
sakkatva,主眾,5.0,10.4315,6.4321,67.0969,1.6667,1.6667,1.6667
sakkatva,所師,5.0,10.4315,6.4321,67.0969,1.6667,1.6667,1.6667
sakkatva,王舍城,5.0,10.4315,6.4321,67.0969,1.6667,1.6667,1.6667
bhavissatiti,所依謂,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
bhavissatiti,依者,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
anagatam,強耆,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
anagatam,念過,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
anagatam,樂過,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
anagatam,著住,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
anagatam,不樂過,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
garum,坐問,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
garum,佛前,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
garum,法為諸,4.0,9.9576,6.7198,66.9132,0.8,2.0,1.1429
janatha,天魔,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
janatha,梵志若,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
tumhe,依者,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
metta,重令,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
janatha,法為,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
itipi,吐,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
metta,敬令,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
metta,修令,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
metta,奉令,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
metta,愛令,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
paticca,疲勞,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
attana,自有,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
tumhe,所依謂,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
brahmanam,姓,3.0,9.8645,6.7198,66.2874,0.75,1.5,1.0
jotipalo,提波羅陶,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
karonti,譽眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
yapeti,臥,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
adinavam,辜求,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
vimuccati,知此,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
karonti,夏,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
karonti,所師,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
karonti,共受,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
sakkaronti,譽眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
sakkaronti,共受,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
sakkaronti,主眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
sakkaronti,王舍城,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
sakkaronti,所師,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
cidam,由,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
pujenti,德宗,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
pujenti,共受,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
pujenti,夏,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
manenti,德宗,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
manenti,主眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
adinavam,病法,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
adinavam,自實,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
manenti,譽眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
manenti,王舍城,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
manenti,所師,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
manavo,提波羅陶,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
namarupam,何而生,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
dhananjani,男,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
cidam,何而生,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
pujenti,王舍城,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
pujenti,主眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
vacaya,身壞,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
vacaya,命終,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
sirasa,足,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
karonti,主眾,3.0,10.2795,6.4321,66.1189,1.5,1.0,1.2
pativiratam,妄言,4.0,10.9575,6.0267,66.0373,4.0,0.8,1.3333
pativirato,功德,4.0,10.9575,6.0267,66.0373,4.0,0.8,1.3333
paccuppannesu,不著,4.0,10.9575,6.0267,66.0373,4.0,0.8,1.3333
samhirati,不住,4.0,10.9575,6.0267,66.0373,4.0,0.8,1.3333
paccuppannesu,不住,4.0,10.9575,6.0267,66.0373,4.0,0.8,1.3333
samhirati,不著,4.0,10.9575,6.0267,66.0373,4.0,0.8,1.3333
pajahati,心穢,12.0,10.5426,6.209,65.4589,2.4,3.0,2.6667
ariyasavako,六處習,4.0,9.6946,6.7198,65.1458,0.6667,2.0,1.0
ariyasavako,滅如,4.0,9.6946,6.7198,65.1458,0.6667,2.0,1.0
ariyasavako,知六處,4.0,9.6946,6.7198,65.1458,0.6667,2.0,1.0
ariyasavako,知六處滅,4.0,9.6946,6.7198,65.1458,0.6667,2.0,1.0
samadhi,修學極,7.0,9.1327,7.1253,65.0734,0.2258,7.0,0.4375
samadhi,修學,7.0,9.1327,7.1253,65.0734,0.2258,7.0,0.4375
yogakkhemam,病法,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
yogakkhemam,污法,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
anuttaram,病法,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
pahino,心清淨,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
samanam,疑蓋淨,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
anuttaram,污法,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
anuttaram,自實,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
anuttaram,辜求,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
samanam,則以,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
samanam,瞿曇施,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
samanam,戒淨,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
samanam,設無餘,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
kimsamudayam,何而生,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
kimjatikam,何而生,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
kimpabhavam,何而生,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
kimnidanam,何而生,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
yogakkhemam,自實,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
yogakkhemam,辜求,4.0,10.1096,6.4321,65.0262,1.3333,1.3333,1.3333
pahiyetha,沙,5.0,11.0164,5.8725,64.6942,5.0,0.8333,1.4286
sahapi,行法,5.0,11.0164,5.8725,64.6942,5.0,0.8333,1.4286
sahapi,不習,5.0,11.0164,5.8725,64.6942,5.0,0.8333,1.4286
katva,主眾,5.0,10.0165,6.4321,64.4275,1.25,1.6667,1.4286
katva,王舍城,5.0,10.0165,6.4321,64.4275,1.25,1.6667,1.4286
katva,共受,5.0,10.0165,6.4321,64.4275,1.25,1.6667,1.4286
katva,譽眾,5.0,10.0165,6.4321,64.4275,1.25,1.6667,1.4286
katva,所師,5.0,10.0165,6.4321,64.4275,1.25,1.6667,1.4286
kaccana,無窮,3.0,9.5426,6.7198,64.1242,0.6,1.5,0.8571
kaccana,世後際,3.0,9.5426,6.7198,64.1242,0.6,1.5,0.8571
kaccana,世前際,3.0,9.5426,6.7198,64.1242,0.6,1.5,0.8571
kaccana,而記,3.0,9.5426,6.7198,64.1242,0.6,1.5,0.8571
garum,王舍城,6.0,9.9576,6.4321,64.0488,1.2,2.0,1.5
garum,夏,6.0,9.9576,6.4321,64.0488,1.2,2.0,1.5
upakkilesa,若知,16.0,10.2796,6.209,63.8257,2.0,2.0,2.0
sirasa,氣力,4.0,10.2795,6.209,63.8253,2.0,1.0,1.3333
addassatha,如常,4.0,10.2795,6.209,63.8253,2.0,1.0,1.3333
sirasa,輕便,4.0,10.2795,6.209,63.8253,2.0,1.0,1.3333
sirasa,聖體康,4.0,10.2795,6.209,63.8253,2.0,1.0,1.3333
sirasa,強安快,4.0,10.2795,6.209,63.8253,2.0,1.0,1.3333
patipada,疾病,8.0,9.8873,6.4321,63.5961,1.1429,2.6667,1.6
patipada,端正,8.0,9.8873,6.4321,63.5961,1.1429,2.6667,1.6
viriyam,戒知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
viriyam,無餘敗,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
viriyam,以慧,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
janeti,無餘敗,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
vayamati,戒知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
vayamati,故生,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
vayamati,無餘知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
vayamati,以慧,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
padahati,以慧,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
padahati,無餘知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
padahati,故生,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
padahati,戒知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
pagganhati,壞,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
chandam,以慧,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
viriyam,無餘知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
chandam,無餘敗,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
pagganhati,觀賢聖,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
pagganhati,無餘敗,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
pagganhati,戒知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
padahati,觀賢聖,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
pagganhati,故生,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
arabhati,故生,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
arabhati,戒知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
arabhati,無餘敗,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
janeti,無餘知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
janeti,故生,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
arabhati,壞,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
rathavinitam,第五,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
janeti,以慧,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
viriyam,觀賢聖,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
janeti,觀賢聖,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
chandam,無餘知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
chandam,戒知,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
vayamati,無餘敗,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
arabhati,以慧,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
chandam,壞,6.0,10.5426,6.0267,63.5365,3.0,1.2,1.7143
parinibbanaya,終無是,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
nevasannanasannayatanato,非神,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
tathabhutassa,陰,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
ahareti,拔,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
vinnana,非神,6.0,10.5425,6.0267,63.536,3.0,0.6,1.0
abhassarato,非神,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
sankappa,戒知,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
sankappa,故生,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
sangaham,陰,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
sankappa,念知,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
upakkilesa,拔,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
aharam,拔,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
sankappa,觀賢聖,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
vehapphalato,非神,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
sankappa,以慧觀,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
purisapuggalassa,終無是,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
abhassare,非神,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
veramani,終無是,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
vehapphale,非神,3.0,10.5425,6.0267,63.536,3.0,0.6,1.0
kathanca,覺想,6.0,9.4051,6.7198,63.2006,0.5455,3.0,0.9231
kathanca,強耆,6.0,9.4051,6.7198,63.2006,0.5455,3.0,0.9231
kathanca,著住,6.0,9.4051,6.7198,63.2006,0.5455,3.0,0.9231
pajanati,行此,3.0,8.8645,7.1253,63.1622,0.1875,3.0,0.3529
pajanati,空不顛,3.0,8.8645,7.1253,63.1622,0.1875,3.0,0.3529
pajanati,倒謂,3.0,8.8645,7.1253,63.1622,0.1875,3.0,0.3529
tipi,不俱害,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
patisancikkhato,不俱害,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
tipi,修慧,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
patisancikkhato,不煩,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
patisancikkhato,勞而得,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
tipi,勞而得,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
patisancikkhato,修慧,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
tipi,不煩,8.0,10.6946,5.8725,62.8041,4.0,1.3333,2.0
tadisova,稱,4.0,10.6945,5.8725,62.8037,4.0,0.6667,1.1429
papima,稱,4.0,10.6945,5.8725,62.8037,4.0,0.6667,1.1429
pativirato,大,4.0,10.6945,5.8725,62.8037,4.0,0.6667,1.1429
ayasma,所用,3.0,8.7771,7.1253,62.539,0.1765,3.0,0.3333
ayasma,止,3.0,8.7771,7.1253,62.539,0.1765,3.0,0.3333
ayasma,堪,3.0,8.7771,7.1253,62.539,0.1765,3.0,0.3333
pajanati,知六處,8.0,9.2796,6.7198,62.3571,0.5,4.0,0.8889
savaka,夏,6.0,9.6946,6.4321,62.357,1.0,2.0,1.3333
savaka,主眾,6.0,9.6946,6.4321,62.357,1.0,2.0,1.3333
savaka,德宗,6.0,9.6946,6.4321,62.357,1.0,2.0,1.3333
savaka,王舍城,6.0,9.6946,6.4321,62.357,1.0,2.0,1.3333
savaka,所師,6.0,9.6946,6.4321,62.357,1.0,2.0,1.3333
udayi,主眾,5.0,9.6946,6.4321,62.3569,1.0,1.6667,1.25
udayi,所師,5.0,9.6946,6.4321,62.3569,1.0,1.6667,1.25
viharanti,所師,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
bhikkhu,坐問,3.0,9.2795,6.7198,62.3568,0.5,1.5,0.75
imina,三尊,3.0,9.2795,6.7198,62.3568,0.5,1.5,0.75
viharanti,王舍城,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
nissaranam,戒取,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
vijjati,惡行,3.0,9.2795,6.7198,62.3568,0.5,1.5,0.75
brahmanam,應,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
viharanti,共受,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
viharanti,德宗,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
bhikkhu,法為諸,3.0,9.2795,6.7198,62.3568,0.5,1.5,0.75
bhikkhu,佛前,3.0,9.2795,6.7198,62.3568,0.5,1.5,0.75
viharanti,夏,4.0,9.6946,6.4321,62.3568,1.0,1.3333,1.1429
sandhavati,帝,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
anagatamaddhanam,此云何,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
sandhavati,𠻬,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
sandhavati,更異,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
sandhavati,往生,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
pade,足,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
sandhavati,帝汝實,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
samsarati,今此識,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
patilabhaya,何義如,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
ananna,今此識,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
ananna,帝汝實,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
ananna,往生,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
ananna,更異,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
anagatamaddhanam,何義如,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
anagatamaddhanam,大迦旃延能,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
anagatamaddhanam,廣分別,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
anagatamaddhanam,所略,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
ananna,𠻬,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
atitam,色欲,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
patilabhaya,此云何,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
patilabhaya,故而,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
samsarati,更異,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
samsarati,帝,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
samsarati,往生,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
samsarati,帝汝實,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
appatiladdhassa,問此義,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
appatiladdhassa,大迦旃延為,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
appatiladdhassa,故而,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
appatiladdhassa,何義如,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
appatiladdhassa,此云何,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
patilabhaya,延常為,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
patilabhaya,廣分別,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadabhinandanto,廣說,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimsamudayam,由,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kumbhakaro,提波羅陶,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
ghatikaro,提波羅陶,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadabhinandanto,大迦旃延為,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadevidam,帝,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadevidam,𠻬,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadevidam,更異,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadevidam,帝汝實,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadabhinandati,義唯願,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadevidam,今此識,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimjatikam,由,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimjatikam,因無明習,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimpabhavam,因無明習,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimpabhavam,由,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimnidanam,由,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
kimnidanam,因無明習,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadabhinandati,何義如,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
tadabhinandati,問此義,3.0,9.6945,6.4321,62.3567,1.0,1.0,1.0
